46,Passenger Plate Default,Florida,,,"Does not use the Letter ""O"", we only use the number zero ""0"". If the letter ""O"" is entered it automatically changes to zero ""0"" in our motor vehicle database. Font changes in 2008 & 2019.",,,,,Florida uses Plate Type Code numbers to apply proper prefix/suffix currently. The only plate type code used is Passenger Plate Default: 0,,,
113,Street Rod,,,,Y,Y - Use 'STREET ROD' dropdown when the plate is all numeric.,N,Y - Omit series title on left.,Y,Y - Series title appears on left of red plate,N,N,
46,Support Autism,2009-2020,Since 2021,,Y,N,N,N,Y,N,N,N,
46,Support Education,1994-2007,2008-2017,Since 2018,Y,N,N,N,Y,N,N,N,
46,Support Home Ownership,Series 1,Series 2,,N,N,N,N,Y,"Y - ""Support Homeownership for All"" appears across bottom of the plate.",N,N,
46,Support Law Enforcement,2002-2006,2007-2019,Since 2020,Y,N,N,N,Y,N,N,N,
46,Support Our Troops,,,,Y,N,N,N,Y,N,N,N,
46,Support Scenic Walton,,,,Y,N,N,N,Y,N,N,N,
46,Support Soccer,2004-2007,Since 2008,,Y,N,N,N,Y,N,N,N,
46,Tampa Bay Buccaneers,1998-2007,2008-2014,2015-2017,Y,N,N,N,Y,Y- Team logo appears on left of plate.,N,N,
46,Tampa Bay Buccaneers,2018-2020,Since 2021,,Y,N,N,N,Y,N,N,N,
46,Tampa Bay Devil Rays,1997-2007,2008-2018,Since 2019,Y,N,N,N,Y,Y- Team logo appears on left of plate; Team name appears on the bottom of plate.,N,N,
46,Tampa Bay Estuary,1999-2007,Since 2008,,Y,N,N,N,Y,N,N,N,
46,Tampa Bay Lightning,1995-2010,2011-2017,2018,Y,N,N,N,Y,Y-Team Logo on left of plate. ,N,N,
46,Tampa Bay Lightning,Since 2019,,,Y,N,N,N,Y,Y-Team Logo on left of plate. ,N,N,
46,Temporary,Pre-Printed,Electronic '08-'17,Electronic Since '18,Y,N,N,N,Y,Y - preprinted or electronic printed paper tags. Do not accept hand written tags.,N,N,
46,Temporary,Temporary Employment,,,Y,N,N,N,Y,Y - preprinted or electronic printed paper tags. Do not accept hand written tags.,N,N,
46,Temporary Motorcycle,Pre-Printed,Electronic,,Y,N,N,N,Y,Y - Smaller plate size. Preprinted or electronic printed paper tags. Do not accept hand written tags.,Y - Motorcycle,N,
46,The American Legion,,,,Y,N,N,N,Y,N,N,N,
46,Transporter,1998-2007,2008-2018,Since 2019,Y,N,N,N,Y,Y - Transporter appears across bottom of orange plate.,N,N,
46,Trees are Cool,,,,Y,N,N,N,Y,N,N,N,
46,Truck,County '08-17,County '18-,Sunshine State'08-18,Y,N,N,N,Y,Y - Dual plates displayed on front and rear of vehicle.,Y - Truck,N,
46,Truck,Sunshine State'19-,,,Y,N,N,N,Y,Y - Dual plates displayed on front and rear of vehicle.,Y - Truck,N,
46,United We Stand,2002-2007,2008-2018,Since 2019,Y,N,N,N,Y,N,N,N,
46,University of Central Florida,1987-2007,2008-2015,2016-2017,Y,N,N,N,Y,Y- Registration begins with a 'C'; School logo appears on left of plate.,N,N,
46,University of Central Florida,2018,Since 2019,,Y,N,N,N,Y,Y- Registration begins with a 'C'; School logo appears on left of plate.,N,N,
46,University of Florida,1997-2007,2008-2021,Since 2022,Y,N,N,N,Y,Y- School logo appears on left of plate.,N,N,
46,University of Georgia,,,,Y,N,N,N,Y,Y- School logo appears on left of plate.,N,N,
46,University of Miami,1989-2007,2008-2017,2018,Y,N,N,N,Y,Y- 'UNIVERSITY OF MIAMI' appears on bottom of plate; School logo appears on left of plate.,N,N,
46,University of Miami,2019-2020,Since 2021,,Y,N,N,N,Y,Y- 'UNIVERSITY OF MIAMI' appears on bottom of plate; School logo appears on left of plate.,N,N,
46,University of North Florida,1987-1993,1994-2001,2002-2007,Y,N,N,N,Y,Y- Registration begins with a 'N'; 'UNIVERSITY OF NORTH FLORIDA' on bottom of plate; School logo appears on left of plate.,N,N,
46,University of North Florida,Since 2008,,,Y,N,N,N,Y,Y- Registration begins with a 'N'; 'UNIVERSITY OF NORTH FLORIDA' on bottom of plate; School logo appears on left of plate.,N,N,
46,University of South Florida,1987-1993,1994-1996,1997-2001,Y,N,N,N,Y,Y- School logo appears on left of plate.,N,N,
46,University of South Florida,2002-2007,2008-2018,2019-2020,Y,N,N,N,Y,Y- School logo appears on left of plate.,N,N,
46,University of South Florida,Since 2021,,,Y,N,N,N,Y,Y- School logo appears on left of plate.,N,N,
46,University of Tampa,2002-2007,2008-2015,2016-2021,Y,N,N,N,Y,Y- School logo appears on left of plate.,N,N,
46,University of Tampa,Since 2022,,,Y,N,N,N,Y,Y- School logo appears on left of plate.,N,N,
46,University of West Florida,1987-2014,Since 2015,,Y,N,N,N,Y,N,N,N,
46,US Air Force,2003-2007,Since 2008,,Y,N,N,N,Y,N,N,N,
46,US Army,2003-2007,2008-2018,Since 2019,Y,N,N,N,Y,N,N,N,
46,US Coast Guard,2003-2007,2008-2020,Since 2021,Y,N,N,N,Y,N,N,N,
46,US Marine Corps,1999-2007,2008-2018,Since 2019,Y,N,N,N,Y,N,N,N,
46,US Navy,2003-2007,Since 2008,,Y,N,N,N,Y,N,N,N,
46,US Paratrooper,2003-2007,Since 2008,,Y,N,N,N,Y,N,N,N,
114,US Reserve,2008-2015,Since 2016,,Y,Y - Use 'US RESERVE' dropdown when the plate is all numeric.,N,Y - Omit series title on left,Y,Y - Series title appears on plate,N,N,
128,US Senator,,,,Y,Y - Mandatory Drop down. The plates can contain alpha and/or numeric characters.,N,N,Y,Y - Series title appears on left of plate,N,N,
46,Veteran,2015-2018,Since 2019,,Y,N,N,N,Y,Y - 'VETERAN' appear across bottom of Plate,N,N,
46,Vietnam War Veteran,2008-2013,Since 2014,,Y,N,N,N,Y,Y - Medal may appears on the left side of the plate.,N,N,
46,Visit Our Lights,2008-2018,Since 2019,,Y,N,N,N,Y,N,N,N,
115,Volunteer Fire,,,,Y,Y -' VOL FIRE' drop down for  numeric only plates,N,"Y - Omit ""VOL FIRE"" when seen on plate.",Y,Y - Series title appears on left of yellow plate,N,N,
46,Walt Disney,2021-2022,Since 2023,,Y,N,N,N,Y,N,N,N,
46,Warner Southern College,,,,Y,N,N,N,Y,N,N,N,
46,Wheelchair Motorcycle,,,,Y,Y -' Wheelchair Motercycle' drop down for numeric only plates,Y,N,Y,Y - Wheelchair logo. Smaller plate size,Y - Motorcycle,N,
46,Wildlife Foundation,2004-2020,Since 2023,,Y,N,N,N,Y,N,N,N,
46,Woman Veteran,,,,Y,N,N,N,Y,N,N,N,
46,Wrecker,1974-2007,2008-2018,Since 2019,Y,N,N,N,Y,Y - Wrecker appears across bottom of plate,"Y - Wrecker, Roll back, and tow trucks",N,
46,Wrecker Restricted,2003-2007,2008-2018,Since 2019,Y,N,N,N,Y,Y - Wrecker appears across bottom of plate,"Y - Wrecker, Roll back, and tow trucks",N,
